Annee;Appareil;Commandes;Impressions;Clics;Cout;PM;CA;Reseaurechercher;Mois
2018;Autre;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2018;Tablettes;0;269;6;1,66;2,9;0;40,70 %;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Tablettes;0;325;14;3,85;1,7;0;86,67 %;mai
2017;Tablettes;0;289;7;1,64;1,4;0;87,58 %;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;3158;47;1,93;2,5;0;<10%;mai
2018;Autre;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;6;0;0;2,3;0;18,75 %;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0;<10%;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;1857;26;5,96;1,9;0;29,88 %;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;1617;26;0,49;3,4;0;<10%;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;2528;39;0,56;2,4;0;<10%;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;493;5;0,17;2,7;0;<10%;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;686;23;2,81;1,9;0;55,50 %;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Tablettes;0;16;0;0;2,1;0;39,02 %;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;1001;4;0,22;5,3;0;14,26 %;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;1253;28;8,67;3;0;37,79 %;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;3;0;0;2;0;14,29 %;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;436;0;0;2,4;0;10,16 %;mai
2018;Autre;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Tablettes;0;9574;204;63,92;2,6;0;15,33 %;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2018;Tablettes;0;566;7;0,13;3,8;0;<10%;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2017;Tablettes;0;66;4;1,61;2,6;0;83,54 %;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Tablettes;0;2136;56;12,21;2,5;0;51,77 %;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;1074;38;8,12;1,3;0;81,12 %;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Ordinateurs;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2018;Tablettes;0;779;12;0,82;3,3;0;<10%;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2017;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2018;Autre;0;0;0;0; --;0; --;mai
2016;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2017;Tablettes;0;0;0;0; --;0; --;mai
2017;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2016;Autre;0;0;0;0; --;0; --;mai
2018;Téléphones mobiles;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2016;Tablettes;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2018;Tablettes;0;0;0;0; --;0; --;mai
2017;Autre;0;0;0;0; --;0; --;mai
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;4;0;0;1,5;0;<10%;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;427;4;0,35;3,9;0;<10%;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0;<10%;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;9;0;0;3,2;0;11,25 %;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;948;28;6,47;1,3;0;79,26 %;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;1307;8;0,42;5,2;0;16,92 %;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;199;3;0,94;2,8;0;18,11 %;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2018;Tablettes;0;453;32;12,68;2,3;0;61,38 %;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Tablettes;0;653;14;1,27;3,8;0;11,17 %;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Tablettes;0;61;1;0,27;2,3;0;17,84 %;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Tablettes;0;173;5;1,25;1,5;0;80,09 %;juin
2017;Tablettes;0;14;1;0,56;1,2;0;100,00 %;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;1215;31;8,13;1,7;0;80,20 %;juin
2017;Autre;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2016;Tablettes;0;30;0;0;2,6;0;62,50 %;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Tablettes;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;3175;51;0,77;2,5;0;<10%;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0;<10%;juin
2017;Autre;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Tablettes;0;44352;696;125,84;2,3;0;28,42 %;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;405;2;0,48;2;0;41,62 %;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2018;Tablettes;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;1012;16;1,64;1,7;0;59,56 %;juin
2017;Tablettes;0;196;9;2,44;1,5;0;83,40 %;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2016;Téléphones mobiles;0;0;0;0; --;0; --;juin
2016;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Tablettes;0;0;0;0; --;0; --;juin
2018;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2017;Autre;0;0;0;0; --;0; --;juin
2017;Téléphones mobiles;0;0;0;0; --;0; --;juin
2018;Ordinateurs;0;0;0;0; --;0; --;juin
2016;Autre;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
2018;Autre;0;0;0;0; --;0; --;juin
2017;Ordinateurs;0;0;0;0; --;0; --;juin
